price,area,income
66.59874018354837,18.68381671080151,51.5709908146759
51.6605420125289,25.58188533121746,65.66293316715922
70.744543879617,29.251133936126614,56.202987183189286
100.40499354885715,58.341069543166974,68.44305533967335
49.71658850308056,39.132993604027966,80.8766249425367
49.71691499844136,22.18364996046189,136.8078303793821
102.68695887993742,38.31382843727989,76.66309871308437
74.21556445059537,20.81780860487632,40.739052228190616
45.2503427917722,45.82396997740543,159.17972714500087
67.83131879599433,28.750714078692038,59.23158518799265
45.36010267045851,32.198154697534825,87.41263054347223
45.31817193738607,49.29087606583669,112.53544666353203
60.146599588394395,22.50755272217511,99.46493889990766
25.39844374173263,21.777221636442764,155.56906388549834
27.38602555347074,27.79678042935576,114.3771786472664
43.60121375145403,45.21883281704248,58.518632637627
36.410877115773,20.99314964986365,267.5432102660697
61.91106582121075,14.159040441899672,99.20284880483126
37.96977201163462,28.923440099387992,83.62394367581311
31.033849231129917,39.076538165512346,145.76018628375118
98.12670066484355,47.46907872819419,101.97477440721968
49.88345974657916,28.819481267810982,109.90475163582157
56.09301426531778,29.27026100647804,312.96519907675435
30.8797529720444,46.81343433997829,78.44825895441986
43.91460313407073,18.898404303052057,76.79346558393492
57.07516229117179,29.4720915806158,95.42010075577458
34.4532236914557,35.06232411623314,153.81613611498935
63.45171400928629,37.89297036486493,42.38239165838224
42.93745508954149,28.419001605140075,33.690707391076764
48.58537210379961,33.45938460776906,67.11733555876522
42.91911745995303,15.697505179704548,39.76704365782936
114.53853009904067,27.18119778313023,72.79041804196002
54.304174916344394,37.941769914186644,115.72883763740239
35.76306398055295,24.663188546531554,57.66356788132689
75.86974321775888,33.70665401812243,44.10559793106572
33.50392311924558,37.866308170311754,93.19262436614392
59.35553861917796,29.881370910252333,138.55560737032286
24.93149716406578,34.85299702298277,38.57148530227468
32.09581283789245,24.808348520525463,135.65517650928547
59.07125897401005,31.125163758589817,135.4568449135868
73.36057250733865,39.76809075403578,145.044784169886
58.47195937939276,34.71222353886579,165.5445110229187
52.13000460123844,27.772341604360413,270.69885378000254
48.40284155262839,35.41958519641983,75.33568867332072
30.222636719616197,41.03325917257215,95.0863846031155
40.93814695052151,17.903882995185402,73.096521737695
45.410551576197555,46.88614516206776,90.10615023439979
83.33335510778865,29.937850367335006,193.72442854466618
62.642710124657775,37.62418192487026,45.94719296499778
26.97158590159274,47.42616483265269,58.52623784845794
62.155144356040175,21.944090786807124,179.21576450726565
46.803925978444894,26.76694415779387,149.9074724527828
41.6470775747101,30.36939601290141,75.07098830354722
69.73278049061271,26.176811029915466,137.99272971715305
82.46713159097204,55.727902984736026,106.76262597702193
79.2424426753186,25.609627931416703,190.59243586134164
39.029313449542364,28.031698696862946,93.43395255646335
48.24610261285949,35.20952735518586,150.32747136491687
62.33389710192125,23.088972952182985,337.31120299121983
80.65800460950587,29.408854029538404,121.39498614979736
45.07511430009049,36.424294319586934,92.26492725544067
50.690393196262384,29.968351616112688,129.1821588749957
35.07420676711767,32.20056317582972,74.99035992172485
33.83573019030664,28.253020331460284,297.07476845575815
75.56629337674192,21.023879426519365,98.49792863276963
93.92494552053806,36.46956085209971,78.53413255369288
53.047935668798374,56.063216577243054,59.273095260399394
81.56605307363422,33.29877099455954,155.80575884314146
63.0958128527061,35.43071981371055,138.87770231910116
42.180249837406734,40.76471286948001,70.19821015175312
63.08974535795855,22.628289041850415,120.08810390058315
101.00950553153254,55.18848891779536,42.33956602513542
53.821315326134304,35.18777210693726,98.73952157681583
102.09027412678826,54.03095211806608,112.8859679533358
19.146155884302097,26.578167320557895,211.3815733491353
75.85024999864036,57.13509645359839,61.22714265518903
56.53267713244359,41.785385458250595,47.50446400126451
48.44344619885899,39.09177261340861,57.528818844266176
56.639369103509374,35.523957794304785,46.14163786512202
24.65482037624634,30.736209268350215,175.62107285666198
50.00541226474743,47.47292257951339,195.2575873265978
62.98175168280562,34.53965074143316,105.64752199905061
98.60851509765929,18.354579160926686,165.77765666307872
44.375695135158495,23.685050333335564,96.25290844195622
39.51192633406977,31.319668110595522,85.83648731255855
44.669778759068286,36.342930284348576,76.20912380305094
78.74075288124618,32.558011041842875,77.07696779141298
62.27128744428317,47.73625809580336,41.516843893615984
44.17221265813813,18.44271498569856,102.73238280637479
67.04117435475995,34.57311583142097,88.21994267609044
56.75995274433266,19.19416319169823,130.67069268845623
80.43569104988563,41.59224321258617,94.32646038575452
41.23052014983924,32.19021053477009,82.98402747483915
47.8913613886853,37.55787180805018,58.23016299456704
46.67257526496455,25.555054166507652,93.323935504746
30.40460328347144,48.610496234799406,130.20610465260546
61.46378323286539,45.264243731836025,50.82205960182077
60.60770976767093,39.45115367734966,94.04156607700581
54.70993842837481,31.853422272788944,101.14159601321181
49.70796325119703,39.4075406713187,62.86361938319143
30.995799744111828,26.78741612322114,67.09247204175016
46.14284314895408,42.805504224970846,101.01867738846843
47.60387632825802,54.317381026876006,51.074711434726574
39.610296310745156,45.65819769346513,107.22847706522785
51.18700623343978,26.60553452667585,57.530935577450016
64.1754245811901,36.90788431078648,153.15138038359365
